Serial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228
716R007,901.0888323,905.0161807,908.9392022,912.8578969,918.0760925,921.9846912,925.8889631,929.7889082,933.6845264,937.5758178,941.4627824,945.3454201,949.223731,953.0977151,956.9673723,960.8327027,965.979746,969.8349805,973.6858881,977.5324689,981.3747229,985.21265,989.0462503,992.8755238,996.7004705,1000.52109,1004.337383,1009.419043,1013.22524,1017.027111,1020.824654,1024.61787,1028.40676,1032.191323,1035.971559,1039.747468,1043.519051,1047.286306,1051.049235,1056.059743,1059.812575,1063.561081,1067.305261,1071.045113,1074.780638,1078.511837,1082.238709,1085.961254,1089.679472,1093.393363,1097.102928,1102.042283,1105.741751,1109.436893,1113.127708,1116.814196,1120.496357,1124.174192,1127.847699,1131.51688,1135.181734,1138.842261,1143.716233,1147.366664,1151.012768,1154.654546,1158.291996,1161.92512,1165.553917,1169.178387,1172.79853,1176.414347,1180.025836,1183.632999,1188.435819,1192.032886,1195.625626,1199.214039,1202.798125,1206.377885,1209.953317,1213.524423,1217.091202,1220.653654,1224.21178,1228.949216,1232.497246,1236.040948,1239.580324,1243.115373,1246.646095,1250.17249,1253.694559,1257.2123,1260.725715,1264.234803,1267.739564,1272.405848,1275.900513,1279.390852,1282.876863,1286.358548,1289.835906,1293.308937,1296.777641,1300.242018,1303.702069,1307.157792,1311.758693,1315.204321,1318.645622,1322.082596,1325.515243,1328.943563,1332.367557,1335.787224,1339.202564,1342.613577,1346.020263,1349.422622,1353.952371,1357.344634,1360.732571,1364.116181,1367.495464,1370.87042,1374.241049,1377.607352,1380.969327,1384.326976,1387.680298,1392.144663,1395.48789,1398.826789,1402.161361,1405.491607,1408.817525,1412.139117,1415.456382,1418.76932,1422.077932,1425.382216,1428.682174,1433.075387,1436.365249,1439.650784,1442.931992,1446.208873,1449.481428,1452.749655,1456.013556,1459.27313,1462.528377,1465.779297,1469.025891,1473.347952,1476.584449,1479.81662,1483.044464,1486.267981,1489.487171,1492.702034,1495.912571,1499.11878,1502.320663,1505.518219,1509.774897,1512.962357,1516.14549,1519.324296,1522.498776,1525.668929,1528.834755,1531.996254,1535.153426,1538.306272,1541.45479,1544.598982,1548.784507,1551.918603,1555.048372,1558.173814,1561.294929,1564.411718,1567.524179,1570.632314,1573.736122,1576.835603,1579.930758,1584.0509,1587.135958,1590.21669,1593.293094,1596.365172,1599.432923,1602.496348,1605.555445,1608.610216,1611.660659,1614.706776,1617.748566,1621.797556,1624.82925,1627.856617,1630.879658,1633.898371,1636.912758,1639.922818,1642.928551,1645.929958,1648.927037,1651.91979,1655.903396,1658.886053,1661.864383,1664.838386,1667.808062,1670.773411,1673.734434,1676.69113,1679.643498,1682.591541,1685.535256,1688.474644,1692.387098,1695.316391,1698.241356,1701.161995
