Scan,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,Serial,Target
queen 049056 b,0.3402818,0.3391915,0.3389496,0.3395566,0.3397764,0.33983,0.3418016,0.3424191,0.3439362,0.3464213,0.34813,0.3508981,0.3550244,0.3587773,0.3613648,0.3658691,0.3696672,0.371437,0.372769,0.3748527,0.3758775,0.3763649,0.3758503,0.3767335,0.3756292,0.3754908,0.3754115,0.3746904,0.3737431,0.3721762,0.3706689,0.3691097,0.3666739,0.3659871,0.3652575,0.3638669,0.3628993,0.3616293,0.359496,0.3584182,0.3586946,0.357324,0.3571399,0.356506,0.3554663,0.3548351,0.3557877,0.3555016,0.3548434,0.3554218,0.3550939,0.356007,0.3557329,0.3566319,0.3566736,0.3574374,0.3588342,0.3602479,0.3633415,0.3678922,0.3743288,0.3823535,0.3931867,0.4013481,0.4076361,0.4141682,0.4195666,0.4238454,0.4305974,0.4366783,0.4419945,0.4474076,0.4534055,0.457089,0.4559049,0.4517476,0.4498034,0.4489576,0.4460077,0.4436218,0.4412422,0.439285,0.4357612,0.4333366,0.4309251,0.4289187,0.4262962,0.4243467,0.4231581,0.4221061,0.4202157,0.4194985,0.4180183,0.4178737,0.4167998,0.4155178,0.4152737,0.4152809,0.4142272,0.4143707,0.4152935,0.4159062,0.4179923,0.4187747,0.4216179,0.4241813,0.4278707,0.4320912,0.4388752,0.4448464,0.4519395,0.4593896,0.4686421,0.477949,0.4882059,0.4991314,0.5112953,0.5226812,0.5345102,0.5465667,0.5618291,0.5726371,0.5827016,0.5945351,0.6089536,0.628034,0.6531104,0.6856451,0.7283643,0.786548,0.8564327,0.9691874,1.063457,1.166437,1.272555,1.373994,1.483982,1.592034,1.678066,1.776508,1.852737,1.925778,1.996745,2.074565,2.140564,2.165814,2.20098,2.241498,2.235485,2.304256,2.254474,2.307783,2.294714,2.309137,2.25956,2.246464,2.21883,2.176203,2.100443,2.077007,2.050121,1.991416,1.93497,1.910045,1.84348,1.798221,1.739321,1.696094,1.654875,1.619812,1.571526,1.550864,1.509864,1.488078,1.459472,1.430698,1.40424,1.385349,1.358261,1.333814,1.314042,1.297618,1.270501,1.257242,1.237292,1.22365,1.201136,1.185469,1.162137,1.14468,1.12787,1.10986,1.095927,1.08529,1.068184,1.050592,1.041554,1.023325,1.014774,0.9995465,0.989845,0.9750959,0.959227,0.9549921,0.9360735,0.9320294,0.9212645,0.9141847,0.9042586,0.895821,0.890129,0.8886289,0.8825548,0.8778004,0.8761674,0.877198,0.873916,0.8909836,0.8932385,0.9232341,0.9537039,0.9739791,0.9996677,1.035202,1.031938,1.053883,0.9959324,0.9961881,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 b,0.3420158,0.3389863,0.3423136,0.3397473,0.3383875,0.3384796,0.3414456,0.3433789,0.3450945,0.3466671,0.3494128,0.3522198,0.3556487,0.3587839,0.3619061,0.3651169,0.3692011,0.3718021,0.3731732,0.3744248,0.3757327,0.3770649,0.3766235,0.3769607,0.3767204,0.37538,0.3754091,0.375084,0.3731682,0.3720734,0.3695384,0.368946,0.3680342,0.3652934,0.36402,0.3632617,0.3624109,0.3614965,0.3599387,0.3580514,0.3580229,0.3574174,0.3564876,0.3563216,0.3551526,0.3548438,0.3559453,0.3543993,0.3554484,0.3551811,0.3553781,0.3558336,0.3560429,0.3562838,0.3560987,0.3579637,0.3578444,0.3600675,0.3633137,0.3674256,0.3739034,0.382311,0.3929948,0.4007906,0.4080199,0.413666,0.4195498,0.4250773,0.4306169,0.435534,0.4407765,0.4479909,0.4535876,0.4567081,0.4557386,0.4526607,0.449061,0.4485936,0.4458189,0.4438943,0.4417022,0.4387611,0.4360702,0.433419,0.4305394,0.4277615,0.4259333,0.4242746,0.422603,0.4215194,0.4203798,0.4187106,0.4176622,0.4165398,0.4165769,0.4151125,0.4152502,0.41481,0.4140012,0.4139557,0.4148015,0.4158871,0.4173733,0.419018,0.4211325,0.4243592,0.4276418,0.4323435,0.4387712,0.4445102,0.4520328,0.4598767,0.4685676,0.4783307,0.488319,0.4985884,0.5116006,0.5229067,0.5347008,0.5470201,0.5626305,0.5733185,0.5825219,0.5941787,0.6097997,0.6285707,0.6536058,0.6859561,0.7302796,0.7866252,0.8584629,0.9690406,1.064879,1.17039,1.275773,1.382788,1.491983,1.586721,1.691051,1.78125,1.862789,1.932216,1.981546,2.092774,2.123214,2.162614,2.197126,2.230803,2.258919,2.268034,2.295068,2.286375,2.265715,2.282178,2.281185,2.226899,2.220883,2.118106,2.127849,2.058053,2.016606,1.989313,1.929421,1.872717,1.832965,1.790074,1.731777,1.694328,1.649117,1.610308,1.585852,1.550718,1.50884,1.481788,1.451762,1.422453,1.40741,1.374577,1.343461,1.322874,1.310887,1.28815,1.268489,1.251868,1.236567,1.217592,1.203196,1.184066,1.169366,1.138641,1.122305,1.109742,1.095424,1.076994,1.067132,1.052077,1.038181,1.022212,1.011044,0.998573,0.9868004,0.9718032,0.9605657,0.9486841,0.9373155,0.9261194,0.9192328,0.911122,0.903311,0.8971238,0.8936152,0.8840238,0.8748353,0.8741843,0.8720614,0.8750768,0.8704452,0.8768334,0.8928235,0.9121158,0.9519501,1.005291,1.019995,1.017874,1.046219,1.046877,0.9776766,1.010619,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 b,0.3401001,0.3361232,0.3386658,0.3385899,0.3367596,0.3384916,0.3404066,0.3415208,0.3426549,0.3447131,0.3477316,0.3499793,0.3537544,0.3575502,0.3604965,0.3648594,0.3687697,0.3719724,0.3726733,0.3729649,0.3756185,0.3768322,0.3760791,0.3756478,0.3752104,0.3746554,0.3744453,0.373689,0.3723503,0.3714575,0.3698142,0.3685476,0.3663628,0.3647909,0.3647247,0.3625024,0.3622359,0.3599861,0.3595595,0.3582899,0.3579804,0.3565527,0.3554151,0.355563,0.3553944,0.3549694,0.3545484,0.3549222,0.3544847,0.3550854,0.3546892,0.3558252,0.3552884,0.3559066,0.3565598,0.3568843,0.3575888,0.3594225,0.3631641,0.3672248,0.3738946,0.3810135,0.392997,0.4005539,0.4060786,0.4133378,0.4193265,0.4239179,0.4300732,0.4353378,0.4407149,0.4477674,0.4528146,0.455498,0.455223,0.4510018,0.448179,0.4475679,0.4452848,0.4427543,0.4409204,0.4381543,0.43557,0.4326962,0.4302004,0.427506,0.4258407,0.4238425,0.4224281,0.4216733,0.4198101,0.4187052,0.4172539,0.4167993,0.4158388,0.4148091,0.4147729,0.413635,0.413432,0.4145345,0.4144562,0.4148038,0.4170563,0.4188489,0.4206445,0.4239845,0.4268295,0.4308937,0.4384769,0.4439515,0.4511901,0.4591039,0.4682969,0.4777989,0.4880965,0.4991277,0.5110145,0.521636,0.5348049,0.5462067,0.5624222,0.5727171,0.5827326,0.5947454,0.6094725,0.6284116,0.6537118,0.6855271,0.7298168,0.7869086,0.8566843,0.9713038,1.065754,1.164017,1.273594,1.378639,1.481791,1.584839,1.675857,1.766962,1.865203,1.925417,1.962524,2.065881,2.107856,2.149271,2.198087,2.226577,2.230387,2.274628,2.278442,2.26272,2.268201,2.213376,2.218279,2.192721,2.176619,2.109469,2.094357,2.036677,1.987385,1.960722,1.93486,1.870668,1.82791,1.781645,1.720083,1.684424,1.647549,1.605362,1.570871,1.542432,1.511204,1.478426,1.443034,1.419939,1.398942,1.377883,1.341279,1.318075,1.303819,1.285759,1.267327,1.250308,1.22975,1.210336,1.199336,1.177793,1.161861,1.136817,1.122329,1.110453,1.08757,1.071241,1.062528,1.044798,1.031459,1.017635,1.008829,0.9953945,0.9856778,0.9654422,0.9572646,0.9448564,0.932261,0.9264584,0.9205418,0.9087498,0.8984565,0.8950551,0.8876576,0.87889,0.8736719,0.8711675,0.8681345,0.862685,0.8644927,0.8808887,0.9015036,0.9185297,0.9391326,0.9500606,0.9803185,0.9814452,0.9813513,1.028645,1.025696,0.9527665,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 b,0.3412581,0.3414469,0.338398,0.3422557,0.3414423,0.3406762,0.3400353,0.3412929,0.3445059,0.346988,0.3490598,0.3514838,0.3548831,0.3583602,0.3620595,0.3665324,0.3698093,0.3711819,0.3737802,0.3744974,0.375144,0.3759354,0.3768651,0.3767506,0.3762472,0.3762965,0.3749137,0.3743787,0.3721019,0.3724319,0.3695978,0.3688132,0.3670089,0.3645422,0.3644843,0.3634008,0.3609856,0.3608697,0.3601,0.3588935,0.3585893,0.3566681,0.3565605,0.3551843,0.3562033,0.3549455,0.3547055,0.355798,0.3553799,0.3551939,0.3552042,0.3559499,0.3553052,0.3560667,0.3571332,0.3573762,0.3573608,0.3614709,0.3638398,0.3679138,0.3737106,0.3822485,0.3931889,0.3996292,0.4072715,0.4135708,0.4187483,0.4249319,0.4304363,0.4359216,0.4411854,0.4483761,0.453388,0.4569271,0.4553745,0.4520214,0.4491505,0.4477298,0.446529,0.4438005,0.4422703,0.4395795,0.4364573,0.433417,0.4301581,0.4282885,0.426499,0.4233504,0.4229867,0.4219043,0.4205639,0.418963,0.4180657,0.4173431,0.4164073,0.4148294,0.4149812,0.4149907,0.4140307,0.4139379,0.4146698,0.4162429,0.4171641,0.4183941,0.4214098,0.4245672,0.4278281,0.4315934,0.4391266,0.4448173,0.4518331,0.459604,0.4678844,0.4785173,0.4890596,0.4991821,0.5110832,0.5229468,0.5349779,0.5474294,0.5629697,0.5739836,0.582462,0.5949239,0.6110138,0.6292973,0.6549409,0.6871271,0.7306237,0.7875753,0.860135,0.9707992,1.068107,1.171174,1.278644,1.385403,1.489865,1.587216,1.697585,1.783585,1.862967,1.934471,1.99288,2.089611,2.125732,2.166707,2.205748,2.404312,2.232668,2.30758,2.302585,2.260491,2.263692,2.292137,2.225236,2.19571,2.182794,2.136508,2.103597,2.052928,2.018902,1.980155,1.932676,1.885413,1.842807,1.783727,1.731601,1.697078,1.656772,1.6175,1.577286,1.531718,1.502833,1.478593,1.461625,1.429071,1.39603,1.367157,1.348586,1.326835,1.307972,1.290358,1.269669,1.255592,1.235106,1.215321,1.199719,1.17978,1.164781,1.140608,1.126333,1.104837,1.089772,1.075851,1.062099,1.04632,1.037056,1.024164,1.010593,0.9976453,0.9874776,0.9713676,0.9594336,0.9490545,0.9389551,0.9289378,0.9191,0.9113015,0.8978929,0.8980918,0.8917965,0.8790373,0.8804041,0.8714668,0.8745934,0.8715407,0.8730303,0.8759641,0.8935649,0.9184926,0.9497325,0.981062,1.016678,0.9975199,1.02546,1.037537,1.040936,1.060776,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 b,0.3420542,0.3379957,0.342258,0.3405401,0.3379651,0.3416514,0.3424816,0.3426725,0.3444426,0.3463922,0.3481764,0.3513928,0.3545249,0.3576747,0.3629279,0.3659951,0.369633,0.3710476,0.3728833,0.3736606,0.3763095,0.3760078,0.3771833,0.3761061,0.3762448,0.3762072,0.3757004,0.3743021,0.3728786,0.3720925,0.3707714,0.3683225,0.3671788,0.3660365,0.3647971,0.3634193,0.3625513,0.3614507,0.3607322,0.3589611,0.3581146,0.3570994,0.356302,0.3560013,0.3557082,0.3547312,0.355915,0.3549072,0.3556045,0.3550024,0.3558747,0.3552419,0.3559079,0.3553739,0.3564566,0.3572283,0.3581423,0.360403,0.3639404,0.3678944,0.3740174,0.3826125,0.3938682,0.400322,0.4074009,0.4144302,0.4195089,0.4244452,0.4309268,0.4364447,0.4411287,0.4479785,0.4537449,0.4562406,0.4554111,0.4536071,0.4495322,0.4490365,0.4454643,0.4443681,0.4409927,0.4391068,0.4364615,0.433075,0.4298275,0.4276396,0.4259873,0.4239221,0.422873,0.4215358,0.4201111,0.4187212,0.4179727,0.4168028,0.4161966,0.4152328,0.4146419,0.4143413,0.4141077,0.4140757,0.4150249,0.4155044,0.4167442,0.4188347,0.4217252,0.4245231,0.4277096,0.431977,0.4385809,0.44441,0.4517528,0.4590839,0.4685338,0.4782564,0.488093,0.5000324,0.511474,0.5234362,0.5351056,0.5472814,0.5632921,0.573048,0.5830389,0.5956863,0.6098282,0.6292176,0.6538178,0.687708,0.7315255,0.7883945,0.8583278,0.9738297,1.068768,1.173163,1.278991,1.38805,1.499961,1.597485,1.682047,1.775595,1.869757,1.930963,2.01546,2.079303,2.123052,2.186366,2.18558,2.247161,2.234335,2.255577,2.248278,2.292077,2.312915,2.296355,2.251707,2.234874,2.195317,2.154038,2.110699,2.075887,2.009275,2.001133,1.924904,1.887779,1.82618,1.780823,1.737244,1.690365,1.657164,1.616723,1.575909,1.54556,1.507065,1.479012,1.449143,1.425323,1.400459,1.381127,1.354962,1.328126,1.309986,1.286773,1.270019,1.248261,1.234634,1.20971,1.197057,1.183327,1.163772,1.140706,1.124345,1.108522,1.090743,1.074904,1.064966,1.04642,1.035899,1.020882,1.007988,0.9978525,0.9876197,0.9706497,0.9574268,0.9454182,0.937021,0.9251149,0.9156919,0.9117171,0.8985016,0.8981736,0.8881579,0.8806972,0.8811153,0.871025,0.8673066,0.8699251,0.8712232,0.8864872,0.8943077,0.9104723,0.9599226,0.9750342,1.010934,1.009463,1.043484,1.026888,1.013323,0.9893004,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 c,0.347554,0.347459,0.3464616,0.3460228,0.347715,0.3460498,0.3503709,0.3475746,0.3513032,0.3529621,0.3548203,0.3581536,0.3626371,0.3635089,0.369137,0.3717558,0.3750105,0.3776202,0.3791864,0.3818764,0.3816044,0.3819035,0.3827676,0.3823538,0.3823817,0.3819026,0.3817793,0.380326,0.378775,0.3773986,0.3763096,0.3740324,0.3737613,0.3712617,0.3699615,0.3698335,0.368988,0.3673909,0.3664392,0.3653736,0.3644397,0.3635143,0.3629354,0.3620797,0.3622641,0.361816,0.360741,0.3613921,0.3610428,0.3608663,0.3618271,0.3614265,0.3627609,0.3626312,0.3634685,0.3633063,0.3653161,0.3666244,0.3697012,0.3749523,0.3817079,0.3898164,0.4005134,0.408041,0.4147919,0.421217,0.426057,0.4329478,0.4369677,0.4424361,0.4477457,0.4551234,0.4605125,0.4640257,0.4618033,0.4588108,0.4562415,0.4539767,0.4527059,0.4508029,0.4481188,0.4450279,0.4423755,0.4395582,0.4372522,0.4343017,0.4320352,0.4308929,0.4296777,0.4278432,0.427008,0.4255941,0.4247243,0.4237904,0.4232396,0.4224718,0.4211171,0.4210235,0.42065,0.4209473,0.4212112,0.4227474,0.4237577,0.4258714,0.427594,0.4306126,0.4342281,0.4383423,0.445478,0.4519899,0.4587197,0.4672448,0.4747873,0.484921,0.4956918,0.5066367,0.5181898,0.5305052,0.5418708,0.5541722,0.5702087,0.5810657,0.5908884,0.6031292,0.6174384,0.6379154,0.6629245,0.695874,0.7394282,0.798297,0.8684204,0.9846623,1.08123,1.186297,1.291749,1.398764,1.508038,1.60486,1.709855,1.786322,1.859366,1.946773,1.994176,2.082464,2.134362,2.165478,2.173404,2.24083,2.253119,2.252359,2.255915,2.270564,2.303646,2.268586,2.248219,2.229483,2.206517,2.155896,2.117453,2.068082,2.032387,1.975596,1.9188,1.878174,1.840281,1.780742,1.729477,1.681561,1.64581,1.602824,1.574108,1.533978,1.504375,1.477957,1.449707,1.419222,1.399642,1.409991,1.346213,1.33002,1.306158,1.292861,1.269973,1.253758,1.231565,1.218675,1.192086,1.182024,1.161841,1.140601,1.124491,1.104564,1.090594,1.077456,1.061823,1.048784,1.033835,1.021623,1.009679,0.9959625,0.9856763,0.9722149,0.9623842,0.9449884,0.9400618,0.9250616,0.9203216,0.9077229,0.9028884,0.8946464,0.890834,0.8832117,0.8810229,0.872887,0.866066,0.8751526,0.8708264,0.8821781,0.8935317,0.923778,0.9468054,0.9511321,1.006274,0.9677004,1.037491,1.06501,0.9855669,0.996016,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 c,0.3476998,0.3466772,0.3479386,0.3576567,0.3479777,0.3478794,0.3487835,0.3503632,0.3504701,0.3528903,0.3550091,0.3592471,0.3616322,0.3640671,0.3691561,0.3708717,0.3754221,0.3783107,0.3796344,0.3811452,0.3808049,0.3827604,0.3825403,0.3830763,0.3825807,0.3819343,0.3816599,0.3806588,0.3794711,0.3778673,0.3762566,0.3752957,0.3738594,0.3721569,0.3717416,0.3709741,0.3695513,0.3677715,0.366725,0.3649099,0.3654913,0.3639356,0.362801,0.3639182,0.3630937,0.3622141,0.3617181,0.3617226,0.3616824,0.3618504,0.361896,0.3627605,0.3632664,0.3626227,0.36383,0.3636059,0.3655762,0.3667558,0.3701525,0.3746825,0.3812714,0.3891545,0.3998363,0.4077603,0.4136883,0.420495,0.4262691,0.4306433,0.4365869,0.4423315,0.4485893,0.4545106,0.4604163,0.4640888,0.4633619,0.4597175,0.4571677,0.4550137,0.4531516,0.4515517,0.4490264,0.4454809,0.4429409,0.4402778,0.4375246,0.4356734,0.4331473,0.4317416,0.4303434,0.4285203,0.4276528,0.4259172,0.4256996,0.4243271,0.4231822,0.4225872,0.4218334,0.4211463,0.4213565,0.4220341,0.422386,0.4234548,0.4242579,0.4262984,0.4285221,0.4309979,0.435196,0.4389379,0.4456323,0.451852,0.4585634,0.466486,0.4755622,0.4847562,0.495281,0.5067583,0.5172324,0.5293698,0.5417211,0.5525044,0.569338,0.5793068,0.5900334,0.6010421,0.6154324,0.6343585,0.659072,0.6913499,0.7338332,0.7907946,0.8593207,0.9748569,1.067995,1.16772,1.271982,1.380883,1.490201,1.587889,1.681744,1.779904,1.856678,1.911296,1.992672,2.07435,2.120625,2.16078,2.218094,2.240724,2.250186,2.282182,2.308359,2.265703,2.30083,2.270635,2.282691,2.221404,2.206318,2.161259,2.113066,2.111729,2.024463,2.020221,1.946278,1.899105,1.85619,1.814496,1.757377,1.702443,1.665344,1.630837,1.58917,1.552755,1.524095,1.484613,1.467484,1.440645,1.41371,1.392089,1.360483,1.335322,1.319373,1.299389,1.278674,1.263526,1.24689,1.228592,1.211637,1.194022,1.172985,1.15387,1.135087,1.115534,1.105046,1.09368,1.07475,1.062318,1.046318,1.031268,1.014443,1.00761,0.9985235,0.9804845,0.9710307,0.9573954,0.9483485,0.9384454,0.9301724,0.9202483,0.913147,0.9070575,0.8960716,0.8918568,0.8922116,0.8812919,0.8806275,0.8811293,0.8831381,0.8947574,0.9047648,0.9297369,0.9530649,0.9753075,1.00563,1.017132,1.03166,1.004444,1.059651,0.994522,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 c,0.347418,0.3488524,0.3468705,0.3484923,0.348578,0.3489943,0.3500808,0.3483003,0.3508887,0.3531863,0.3560487,0.3590547,0.3619331,0.3648991,0.3696969,0.3714822,0.3753501,0.3783107,0.3790515,0.3802106,0.3813832,0.3824114,0.3830749,0.3824131,0.3827183,0.3819465,0.381392,0.380688,0.3791241,0.3775169,0.377246,0.3747261,0.3732567,0.3723858,0.371078,0.3703975,0.3690698,0.3673956,0.3670571,0.3660803,0.3649822,0.3653964,0.3637224,0.3640297,0.3624365,0.3610386,0.3620728,0.362171,0.3622555,0.3616474,0.3621801,0.3626896,0.3632,0.3634549,0.3636439,0.3636873,0.3648629,0.3670555,0.3701199,0.3744195,0.3817369,0.3894717,0.4004717,0.4073337,0.4140559,0.42029,0.4263008,0.4316821,0.4372895,0.4424884,0.4492462,0.4546745,0.4608089,0.4633669,0.4621031,0.4595736,0.4567487,0.4544678,0.4537734,0.4513178,0.448895,0.4455506,0.4424843,0.439876,0.4373628,0.4350719,0.4331179,0.4309544,0.4297022,0.4285091,0.4266513,0.4259588,0.4241068,0.4238749,0.4233301,0.422353,0.4215263,0.420847,0.4222959,0.4212845,0.4217427,0.4227086,0.4245687,0.4257688,0.4282787,0.4314443,0.4350709,0.438574,0.4451143,0.4519998,0.4588245,0.4662952,0.4755708,0.4847176,0.4959683,0.5069129,0.5173644,0.5297091,0.5410609,0.5535306,0.5697228,0.5797766,0.590322,0.6018404,0.617062,0.6363458,0.6605039,0.6930175,0.7363642,0.7942656,0.8633092,0.9777057,1.076139,1.177595,1.282989,1.389859,1.494468,1.605598,1.696134,1.789661,1.870699,1.936096,2.01327,2.089831,2.130557,2.155872,2.219908,2.264217,2.279284,2.28487,2.340887,2.320383,2.313458,2.299532,2.266754,2.217216,2.179703,2.155896,2.125114,2.078833,2.019436,2.005129,1.950001,1.883423,1.842109,1.787001,1.747328,1.694968,1.664178,1.623121,1.592595,1.557726,1.51526,1.487872,1.465386,1.432814,1.404835,1.384297,1.353648,1.335241,1.320976,1.299804,1.279359,1.263585,1.239861,1.226116,1.201904,1.188354,1.170843,1.147352,1.126201,1.118871,1.099639,1.082708,1.071393,1.053946,1.041659,1.026786,1.015351,1.006308,0.9929189,0.9795529,0.9698945,0.9537042,0.940292,0.934818,0.9216866,0.9159574,0.9098005,0.9017872,0.89652,0.8878741,0.8877285,0.8819551,0.8843534,0.8816103,0.8825213,0.8956911,0.8989365,0.9301074,0.9481229,0.9871845,1.021126,1.007336,1.053209,1.046482,1.024365,1.023985,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 c,0.3456729,0.3482161,0.3472477,0.3472595,0.3502617,0.3463072,0.3485223,0.3498061,0.3503506,0.3537535,0.3546945,0.3586335,0.3615867,0.3654592,0.3695537,0.3718014,0.3766738,0.37779,0.3800234,0.381324,0.3812315,0.3832338,0.3835525,0.3825121,0.3828486,0.3823082,0.3812605,0.3806029,0.379209,0.3782397,0.3777319,0.3760757,0.3737924,0.3722022,0.371085,0.3699627,0.3684604,0.3677181,0.3675581,0.365927,0.3643784,0.364425,0.3636102,0.3624396,0.3630937,0.3621261,0.3613288,0.3615791,0.3617149,0.3616906,0.3624794,0.3623655,0.3631593,0.3637013,0.3645066,0.3643817,0.3647985,0.3666955,0.3710303,0.3747615,0.38106,0.3896781,0.4012311,0.408133,0.4142469,0.4215676,0.4267447,0.4322677,0.437713,0.4435259,0.449329,0.4555956,0.4614529,0.4645868,0.4630413,0.4588571,0.4574361,0.4538381,0.4530315,0.4504925,0.4487592,0.4456705,0.4426506,0.4395477,0.437662,0.434996,0.4335494,0.4315374,0.4308509,0.4280273,0.4268342,0.4262587,0.4250396,0.4237781,0.423297,0.4227267,0.4221425,0.4207143,0.4207879,0.4213701,0.4214932,0.4225033,0.4239764,0.4255747,0.4285141,0.4310443,0.4352955,0.4386657,0.4463592,0.4517928,0.4584703,0.4669235,0.4754023,0.4846738,0.4959504,0.5064712,0.5181993,0.52994,0.5422944,0.5531589,0.5699882,0.5804691,0.591381,0.6027054,0.6176581,0.6367535,0.6611314,0.6937526,0.7388478,0.7960172,0.8661985,0.9821567,1.078509,1.181647,1.287978,1.397254,1.506468,1.610352,1.701232,1.796953,1.859499,1.929607,2.018464,2.099161,2.130969,2.154654,2.213691,2.231817,2.270349,2.307486,2.307617,2.307444,2.280682,2.29807,2.254016,2.252123,2.200392,2.14658,2.114443,2.070579,2.021744,1.993709,1.942141,1.88839,1.850776,1.806254,1.722972,1.693924,1.655949,1.619509,1.58271,1.547623,1.514967,1.487145,1.457597,1.436741,1.403977,1.385392,1.357996,1.332478,1.309459,1.296143,1.274619,1.257076,1.24409,1.223736,1.202927,1.188773,1.17069,1.146346,1.128221,1.116267,1.095467,1.084589,1.066382,1.056442,1.041457,1.026019,1.01615,1.00324,0.9894524,0.9789662,0.9644226,0.9532752,0.9432957,0.9314972,0.9252023,0.9157763,0.9129959,0.9014233,0.8921525,0.8898108,0.8880124,0.8785771,0.8748943,0.878113,0.8822749,0.8841617,0.9069037,0.9213735,0.9594159,0.9778295,0.968265,1.015768,1.049729,1.06554,1.096739,1.014825,716R007,Queen_Pure_Vanilla_Extract_049056
queen 049056 c,0.3458761,0.3464603,0.3495256,0.3480137,0.3470554,0.3473076,0.3496294,0.3504899,0.3508381,0.3526367,0.3542036,0.3588847,0.360654,0.3654658,0.3694519,0.3715825,0.3765092,0.3783748,0.3791001,0.3801136,0.3814912,0.3831578,0.3815429,0.382616,0.3823915,0.3820418,0.3822669,0.3807584,0.3794565,0.3773044,0.376394,0.3743059,0.3733188,0.3715139,0.3709098,0.3697959,0.3683788,0.3668022,0.3658244,0.3655701,0.3640496,0.3638004,0.3633657,0.3627376,0.3621227,0.3615809,0.3610163,0.3621405,0.3618212,0.3617489,0.3623997,0.3620416,0.3627994,0.3628985,0.3640653,0.3633341,0.3648393,0.3673618,0.3706868,0.3743099,0.3816121,0.3893766,0.4006922,0.4088156,0.4145576,0.420331,0.4261399,0.4318715,0.4370271,0.4425756,0.4487246,0.455444,0.4599255,0.4643971,0.4627532,0.4586014,0.4573498,0.4551196,0.4534705,0.4504902,0.4483722,0.445213,0.4430263,0.4394725,0.4377891,0.4350179,0.4325792,0.430914,0.4294566,0.4281965,0.4271655,0.4259154,0.4243452,0.4233053,0.4226187,0.4226509,0.4209093,0.4213902,0.4209956,0.4207253,0.4214687,0.4229739,0.4237866,0.4247691,0.4279906,0.4305264,0.4351351,0.438875,0.4457315,0.4518766,0.4586648,0.4665164,0.4750775,0.4850016,0.49529,0.507005,0.5174852,0.5293813,0.5427524,0.554162,0.5701509,0.5796778,0.5912183,0.602703,0.6174988,0.6371387,0.6622431,0.6952235,0.7383008,0.7962503,0.8667707,0.9816457,1.07779,1.184295,1.28851,1.401015,1.49897,1.612548,1.710671,1.782341,1.874619,1.935306,2.012892,2.08055,2.110994,2.162635,2.204139,2.234104,2.297245,2.266621,2.298077,2.289146,2.264784,2.293356,2.244756,2.256328,2.158438,2.145885,2.111453,2.057162,2.039423,1.965734,1.923785,1.887056,1.840414,1.796987,1.728706,1.703974,1.651251,1.621129,1.57872,1.546661,1.519701,1.473838,1.455124,1.42605,1.401016,1.386507,1.346098,1.333833,1.316311,1.291939,1.270878,1.257263,1.23719,1.221041,1.201161,1.182902,1.168827,1.142626,1.126648,1.113153,1.093076,1.080812,1.068496,1.052489,1.0402,1.024634,1.012456,1.002314,0.9873966,0.973524,0.9660735,0.9538252,0.941181,0.9300613,0.9232457,0.9129439,0.9056218,0.8949932,0.8910255,0.8894228,0.8839473,0.8787919,0.8772162,0.8679941,0.8756931,0.8785216,0.9021353,0.9132395,0.9485781,0.9973463,0.9880533,1.029344,1.101693,1.039562,1.003801,1.026225,716R007,Queen_Pure_Vanilla_Extract_049056
