Scan,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,Serial,Target
heilala 70424 b,0.3333636,0.3369127,0.3354278,0.3338664,0.333427,0.332454,0.3339198,0.33439,0.3366391,0.3387542,0.340363,0.343119,0.3469969,0.350873,0.3530127,0.3565898,0.361335,0.3626395,0.3648186,0.3671546,0.3680946,0.3683069,0.3690788,0.369021,0.3684432,0.3696312,0.3691074,0.3676928,0.3664688,0.3663687,0.3637809,0.3627068,0.360681,0.3597789,0.3588874,0.3575247,0.3557046,0.3563418,0.3546355,0.3533329,0.3524418,0.3518118,0.3515764,0.3503724,0.3509303,0.3496153,0.3489853,0.3491329,0.3494486,0.3505168,0.3495167,0.3499374,0.3508595,0.3502864,0.351186,0.3518026,0.3529597,0.3536926,0.3575443,0.3618024,0.3677456,0.3755926,0.3854014,0.3919677,0.3992022,0.4047548,0.4110011,0.4175633,0.4234974,0.4283701,0.4345793,0.4426568,0.4480197,0.4512311,0.4511299,0.4474976,0.4441128,0.4423144,0.4412102,0.4385934,0.4363717,0.4339767,0.4304029,0.4286757,0.4252127,0.4231877,0.4208947,0.4187314,0.4176803,0.4159189,0.4150203,0.4142566,0.4120887,0.4120931,0.4115312,0.4103744,0.4093628,0.4090347,0.4083709,0.4087512,0.408664,0.4095992,0.4114349,0.4156799,0.4151266,0.4177153,0.4211894,0.4243158,0.4317833,0.4368802,0.4430395,0.4502568,0.4596181,0.468419,0.4787382,0.4893773,0.5002846,0.511363,0.5227696,0.5347939,0.5497366,0.5607839,0.5696651,0.5809931,0.5939581,0.6123394,0.635382,0.6656619,0.7057545,0.7584189,0.8218516,0.9247229,1.015847,1.111125,1.210416,1.312051,1.413163,1.506552,1.604855,1.690698,1.771176,1.860866,1.931736,2.019527,2.065127,2.108837,2.169456,2.253174,2.267923,2.252043,2.259457,2.268297,2.270653,2.279687,2.230644,2.214212,2.190248,2.174333,2.092426,2.079848,2.004479,1.981812,1.926377,1.887196,1.83021,1.784065,1.733535,1.693218,1.653988,1.61402,1.574113,1.547029,1.519735,1.487047,1.453345,1.428466,1.405787,1.377429,1.354378,1.334719,1.316542,1.300249,1.282257,1.262358,1.239605,1.230171,1.209857,1.192511,1.177895,1.153032,1.13637,1.118749,1.102458,1.087546,1.070798,1.060116,1.048036,1.033563,1.017357,1.006614,0.9941585,0.9811137,0.9628727,0.9557723,0.9430116,0.9390075,0.9275362,0.9150223,0.9099888,0.9012681,0.8987861,0.8912835,0.8819268,0.8752176,0.8813266,0.8755207,0.8739492,0.883142,0.8927292,0.9364626,0.9624735,1.00828,1.009314,1.026722,1.04565,1.006168,1.08556,1.06172,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 b,0.3321073,0.333142,0.3328923,0.3331336,0.3346282,0.3326606,0.3322037,0.3360003,0.3360169,0.3368148,0.3394305,0.3438392,0.346436,0.3495599,0.3525988,0.3568132,0.3609776,0.3624724,0.3648421,0.3657583,0.3674254,0.3679852,0.3678865,0.3689922,0.3688084,0.3678191,0.3681583,0.3664337,0.3660557,0.3658969,0.3630791,0.3622551,0.3605995,0.3588142,0.3583228,0.3580223,0.3561799,0.3544334,0.3541186,0.3538589,0.3515812,0.3516578,0.3502469,0.3504916,0.3497714,0.3488467,0.349533,0.3486666,0.3486795,0.3493718,0.3492714,0.3492563,0.3503731,0.3502468,0.3505504,0.3510036,0.353397,0.3538688,0.3567442,0.3606935,0.3679533,0.3744135,0.3857432,0.3915392,0.3982986,0.4056342,0.4106542,0.4174131,0.4230164,0.4288779,0.4340129,0.4408438,0.4470782,0.4511401,0.4503841,0.4471124,0.4433372,0.4414788,0.440355,0.4384785,0.434719,0.4331353,0.4307983,0.4281556,0.4252107,0.4226075,0.4199882,0.418441,0.4163012,0.416468,0.4153667,0.4138748,0.4120558,0.4113474,0.410406,0.41123,0.4095755,0.4090495,0.408044,0.4086391,0.4089812,0.4088978,0.4112862,0.4117314,0.4148996,0.4176531,0.4204617,0.4243517,0.4304909,0.4370471,0.4426926,0.4498543,0.4585463,0.4684156,0.4782598,0.488225,0.4996367,0.5105014,0.5225935,0.5350007,0.5496876,0.5595992,0.5687937,0.5808801,0.5942972,0.6125886,0.635138,0.6656262,0.7060402,0.7583982,0.8226536,0.9285364,1.015236,1.111589,1.20794,1.315811,1.413875,1.515256,1.611727,1.689378,1.789559,1.861888,1.922171,2.017359,2.057745,2.097777,2.145113,2.202045,2.200476,2.210631,2.231345,2.289538,2.279173,2.241296,2.219194,2.18262,2.16111,2.126141,2.079561,2.067735,2.020228,1.979329,1.908023,1.856302,1.82381,1.788466,1.722888,1.686724,1.647025,1.601491,1.567363,1.538588,1.512602,1.471642,1.44806,1.420126,1.401697,1.378647,1.353324,1.332066,1.312696,1.293455,1.278427,1.255031,1.241942,1.225382,1.206876,1.183671,1.173628,1.152364,1.130724,1.117176,1.100639,1.083594,1.070199,1.058038,1.041253,1.029273,1.016498,1.004334,0.9909917,0.9766613,0.9632578,0.9529055,0.9452225,0.9306539,0.925011,0.9109043,0.9057944,0.8978571,0.8927465,0.8906601,0.8763248,0.8754477,0.8705077,0.8723041,0.8675008,0.8819158,0.9029644,0.9121796,0.9465267,0.9846402,1.000584,0.9801649,1.029255,0.9962836,1.012404,1.057881,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 b,0.3314193,0.3323245,0.3329545,0.3328365,0.3339395,0.3350354,0.3330208,0.3350829,0.3361669,0.3384446,0.3393738,0.3430086,0.3464293,0.3505025,0.3543278,0.3562724,0.3600464,0.3629306,0.3649414,0.3659847,0.3674928,0.3687248,0.3687295,0.3687904,0.3690712,0.3687195,0.3681464,0.3675769,0.3664381,0.3662672,0.3635836,0.3632176,0.3607532,0.3590667,0.3584909,0.356927,0.3559115,0.3550791,0.3545792,0.3532438,0.3520987,0.3513324,0.3518761,0.3507431,0.3497348,0.3492383,0.3491045,0.3492156,0.3497046,0.3499755,0.3490744,0.3496887,0.3498602,0.3510327,0.3506858,0.3513936,0.3522762,0.3537744,0.35735,0.360768,0.3675683,0.3756058,0.3854621,0.3925951,0.398883,0.4053043,0.4099307,0.4175872,0.4226753,0.4284789,0.4347667,0.4413656,0.4472161,0.4509238,0.4498087,0.4464165,0.4442224,0.4419181,0.4411718,0.4372862,0.4358729,0.4339491,0.4311628,0.4285492,0.4245126,0.421151,0.4200377,0.4189021,0.4172674,0.4160638,0.4151292,0.4142847,0.4132186,0.4109742,0.4109767,0.4096512,0.4091984,0.4087777,0.4079243,0.4087929,0.4091954,0.4093474,0.4107076,0.4130451,0.4148793,0.4176314,0.4207353,0.4251231,0.4307221,0.4369787,0.4433015,0.4504802,0.459286,0.4683615,0.4784963,0.4889699,0.5000649,0.511026,0.5227504,0.5342936,0.5504735,0.5610259,0.5699711,0.5805855,0.5943751,0.6133398,0.6357228,0.6669527,0.7069228,0.7597979,0.8253795,0.9287936,1.015992,1.111675,1.212946,1.319081,1.419667,1.51676,1.612253,1.698517,1.776339,1.860467,1.936836,2.017232,2.075968,2.130355,2.139529,2.203017,2.215329,2.26296,2.248944,2.242569,2.249947,2.243116,2.236007,2.201062,2.179629,2.16279,2.103458,2.038065,2.001687,1.960768,1.935661,1.873576,1.812246,1.77963,1.743978,1.688685,1.647172,1.606123,1.569442,1.541146,1.503204,1.484105,1.449583,1.425384,1.406355,1.377481,1.354244,1.33791,1.315298,1.291486,1.274086,1.261034,1.244419,1.219609,1.204757,1.188935,1.1747,1.150179,1.129772,1.114455,1.098014,1.085882,1.071214,1.059265,1.042077,1.030631,1.015419,1.006926,0.9953939,0.9731516,0.9658741,0.9582448,0.9434218,0.9361863,0.9282979,0.9138385,0.9034535,0.8993275,0.8877848,0.8868486,0.879986,0.8719643,0.8731011,0.8763586,0.8730453,0.892194,0.901029,0.9193442,0.9473826,0.9696538,0.9988589,1.01631,1.092756,0.9996847,1.007939,0.9926333,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 b,0.332532,0.3343925,0.3325113,0.3313685,0.3344982,0.3336303,0.3332882,0.3345304,0.3374214,0.3394189,0.3405072,0.3445248,0.3465711,0.3505379,0.3549436,0.3562519,0.3611702,0.3626152,0.364863,0.3657583,0.3667946,0.3684962,0.3687805,0.3680008,0.3682309,0.3672974,0.3700968,0.3669199,0.3673269,0.3653575,0.3639335,0.3624072,0.3604039,0.3596767,0.3585117,0.357069,0.3550552,0.3549142,0.3544916,0.3531414,0.3525348,0.3511039,0.3508948,0.3505458,0.3502169,0.348744,0.3490385,0.3491074,0.3488209,0.3500155,0.3488628,0.3494255,0.3493854,0.3496474,0.3507004,0.3507036,0.3526795,0.353307,0.3565987,0.3606487,0.3676959,0.3748266,0.3850598,0.3917921,0.3988576,0.4047548,0.4103359,0.4173917,0.4221856,0.4281623,0.4357022,0.4413509,0.4472161,0.450236,0.4497049,0.4460062,0.444346,0.4412,0.4403415,0.4378422,0.4360138,0.4331692,0.4300889,0.4279559,0.4249393,0.4218048,0.4198909,0.4183005,0.4168512,0.415803,0.4143016,0.4133054,0.4121096,0.4109776,0.4104669,0.4094551,0.4086922,0.4081285,0.4075347,0.4080388,0.408813,0.4091257,0.4101064,0.4122795,0.4144598,0.4169969,0.4205876,0.423806,0.4306387,0.4366181,0.4429816,0.4503596,0.4589276,0.4683091,0.4787918,0.489294,0.4997311,0.5113146,0.5228558,0.534847,0.550615,0.5606745,0.5698956,0.581743,0.5951711,0.6130133,0.6367087,0.6669829,0.7072276,0.7603728,0.8257028,0.9318395,1.024716,1.115135,1.214321,1.317659,1.419009,1.520595,1.617644,1.703406,1.786927,1.868569,1.937895,2.023896,2.087983,2.143814,2.169186,2.181018,2.250216,2.202491,2.234997,2.258442,2.250165,2.28109,2.234529,2.179621,2.144039,2.120527,2.06816,2.060396,2.02394,1.967533,1.932708,1.861859,1.846862,1.777526,1.725142,1.688009,1.640288,1.610067,1.570121,1.535974,1.515283,1.477211,1.450615,1.420688,1.397124,1.373244,1.349777,1.327001,1.306504,1.288699,1.274277,1.254315,1.239352,1.219827,1.203208,1.185037,1.168661,1.145197,1.127546,1.112695,1.097472,1.081609,1.070234,1.053492,1.039442,1.026437,1.01533,1.000919,0.9908372,0.9762527,0.9633679,0.9512758,0.9435327,0.9297995,0.9213344,0.9142138,0.902328,0.8935105,0.8933122,0.885013,0.8748245,0.8736108,0.8706275,0.8686206,0.87122,0.8791142,0.8893591,0.9146107,0.9405825,0.969588,0.9604353,1.002006,1.021706,1.000737,1.048368,1.007064,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 b,0.3332785,0.332316,0.3351384,0.3327931,0.3345371,0.3352968,0.335159,0.3358642,0.3365817,0.3398926,0.3405945,0.3438178,0.3474942,0.3504252,0.3533718,0.3565809,0.3612847,0.3629225,0.3659312,0.3666241,0.3669316,0.3682677,0.3694794,0.3692446,0.3694298,0.368515,0.3684594,0.3674374,0.3674145,0.367238,0.3650229,0.36379,0.3608767,0.360641,0.3584195,0.3576829,0.3576315,0.3559771,0.3549976,0.3551208,0.3527009,0.3520627,0.3512005,0.3509774,0.3509411,0.3507589,0.3503996,0.3497419,0.3501259,0.3499692,0.3508084,0.3502868,0.3502229,0.3515651,0.3509546,0.3518443,0.3535625,0.3541877,0.3570902,0.3613009,0.3678624,0.3760708,0.3856802,0.3928829,0.3991606,0.4055336,0.4098624,0.417101,0.4227617,0.428097,0.4353171,0.4424135,0.4473836,0.4524332,0.4502196,0.4480736,0.4445699,0.4432134,0.4421189,0.4391578,0.4370102,0.4344556,0.4310211,0.4294765,0.4268628,0.4234078,0.4210876,0.4187408,0.4186385,0.4171722,0.4160138,0.4146175,0.4133907,0.4118512,0.4112378,0.4106162,0.4102957,0.4095787,0.4085183,0.4090237,0.4090034,0.4104026,0.4112252,0.4130014,0.4158303,0.4179296,0.4212625,0.4250309,0.4316919,0.436418,0.4436135,0.4504509,0.4589127,0.4680726,0.4783167,0.488393,0.4996603,0.5110092,0.5222186,0.534398,0.549387,0.5603172,0.5690517,0.5797049,0.5921758,0.6108131,0.6341455,0.6631137,0.7024581,0.7543151,0.8180223,0.9219338,1.00893,1.099994,1.199977,1.304591,1.403879,1.496885,1.59038,1.684791,1.772951,1.850818,1.923349,2.001129,2.067902,2.150488,2.162842,2.172594,2.232059,2.223287,2.255375,2.242889,2.304798,2.242687,2.243694,2.198129,2.174138,2.148037,2.110167,2.060828,2.021484,1.987498,1.93298,1.892116,1.841061,1.800958,1.750087,1.706302,1.661247,1.620604,1.591384,1.555934,1.521383,1.489299,1.467549,1.434929,1.412552,1.387129,1.36214,1.33827,1.32165,1.30604,1.283475,1.266561,1.247668,1.233267,1.216403,1.195609,1.18009,1.156768,1.139652,1.121948,1.110259,1.095141,1.082108,1.065827,1.051046,1.03705,1.026209,1.010164,1.004005,0.9822311,0.971648,0.9608326,0.9535216,0.9405159,0.9321604,0.925182,0.912424,0.9107736,0.9016747,0.8945577,0.8909857,0.8816895,0.8790154,0.8818644,0.8859226,0.8947375,0.9099831,0.935403,0.9567459,0.9881944,1.006385,1.066486,1.010506,1.025382,1.035447,1.066413,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 b,0.3306102,0.332948,0.3338658,0.3323298,0.3373415,0.332891,0.3354922,0.3356068,0.337302,0.3402114,0.3410237,0.3420268,0.3469732,0.3504413,0.3538634,0.3581505,0.3607042,0.3621627,0.363988,0.3661782,0.3672532,0.3679852,0.3680003,0.3692711,0.3688657,0.3682821,0.3679308,0.3681496,0.3663436,0.3655506,0.364399,0.362372,0.3619477,0.3596466,0.3588044,0.3568378,0.3566647,0.3551537,0.3544669,0.3535824,0.3526411,0.3517348,0.3513775,0.3506628,0.350898,0.3495424,0.3485935,0.3497377,0.3491801,0.3501608,0.3493678,0.3493837,0.3503439,0.349997,0.351209,0.3514207,0.3530538,0.3535208,0.3571578,0.3605699,0.3684534,0.3755088,0.386333,0.3927527,0.3983956,0.4043812,0.4110058,0.4181958,0.4225336,0.4285611,0.4352074,0.441834,0.4481012,0.4506608,0.4506358,0.448319,0.4443483,0.4423876,0.4411561,0.4379393,0.4360355,0.4340405,0.4305277,0.4278519,0.426104,0.4220943,0.4204268,0.4186433,0.4172969,0.4166548,0.4145707,0.4143569,0.4142992,0.4113628,0.4109987,0.4102451,0.4092681,0.4092771,0.4081848,0.4082244,0.4091287,0.4093537,0.4107733,0.4124322,0.4147395,0.417869,0.4207415,0.4249044,0.4309564,0.4369406,0.4439145,0.4503172,0.4593325,0.4686067,0.4791602,0.4890194,0.4996621,0.5119185,0.5238949,0.5358986,0.5506334,0.5609922,0.570698,0.5813923,0.5956306,0.6137868,0.6370685,0.666881,0.7078836,0.7598221,0.8251453,0.9298908,1.020125,1.117162,1.217829,1.317151,1.419957,1.517927,1.621719,1.696868,1.797742,1.870471,1.947491,2.021321,2.088581,2.116024,2.167569,2.204869,2.233204,2.224205,2.230515,2.259218,2.276392,2.258065,2.230958,2.202931,2.179723,2.135123,2.097242,2.055025,2.005371,1.967591,1.920614,1.879167,1.835029,1.781155,1.735063,1.688943,1.654889,1.612973,1.575792,1.551288,1.500072,1.475146,1.448752,1.430955,1.402989,1.382832,1.353758,1.336442,1.308481,1.296777,1.27506,1.263029,1.238287,1.219404,1.206366,1.189132,1.168789,1.148629,1.130382,1.117442,1.101209,1.088911,1.074726,1.057065,1.03979,1.027016,1.018139,1.010377,0.9973934,0.9746115,0.9621146,0.9545857,0.9405693,0.9359727,0.9259379,0.9188691,0.9042248,0.9035531,0.8888433,0.8878402,0.8795091,0.8775697,0.8717251,0.8710991,0.8799535,0.8906296,0.9035884,0.9275375,0.9528245,0.9919164,1.047111,1.039159,0.9940021,1.068562,1.026402,0.9959346,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 b,0.3322771,0.3328637,0.3342947,0.3337285,0.3322032,0.3344301,0.3343057,0.3365837,0.3364449,0.339574,0.3398435,0.3440962,0.3474908,0.3509278,0.3538111,0.3568985,0.361349,0.362936,0.3643534,0.3663005,0.3683195,0.3690668,0.3686447,0.3695574,0.3688299,0.3679164,0.3670787,0.3680786,0.365676,0.3664135,0.3632855,0.3626365,0.3602178,0.3601319,0.3587537,0.3565839,0.3564052,0.3553074,0.3545006,0.3531302,0.3522558,0.3517392,0.3504671,0.3503334,0.3503354,0.349969,0.3484999,0.3494363,0.3491251,0.3494349,0.3494055,0.3497451,0.3497769,0.3505656,0.3514468,0.3511183,0.3523347,0.3533217,0.3574281,0.3614715,0.3679641,0.3751588,0.3858872,0.3933332,0.3988391,0.4050797,0.4111192,0.4175109,0.4233723,0.4291055,0.4346645,0.4410225,0.4475857,0.452194,0.4499247,0.4466467,0.4439963,0.4420189,0.4399505,0.438147,0.4358902,0.4335261,0.4304799,0.4280027,0.425848,0.4227418,0.4209138,0.4180458,0.4174701,0.4155133,0.4147134,0.4137605,0.4123662,0.4108784,0.4109123,0.4096461,0.4093013,0.4090069,0.408044,0.4083396,0.4084358,0.4098054,0.4107279,0.4128096,0.4152806,0.4176609,0.4210882,0.4246873,0.4313657,0.4366689,0.4429608,0.4504933,0.4589558,0.4684224,0.4793349,0.4890425,0.5002791,0.5116183,0.5230166,0.5348569,0.5508835,0.5605841,0.5708362,0.5821984,0.5953043,0.6133615,0.6363518,0.6669196,0.7078286,0.7599813,0.8256745,0.9306961,1.02066,1.117114,1.216814,1.315937,1.420568,1.524669,1.612003,1.705048,1.794717,1.852339,1.90853,2.012238,2.072493,2.133411,2.154409,2.192068,2.255124,2.215809,2.252093,2.285512,2.246698,2.244835,2.241974,2.210787,2.196823,2.139985,2.089883,2.070087,2.014003,1.957826,1.92418,1.873385,1.823381,1.767539,1.724899,1.685188,1.645787,1.60407,1.576455,1.537644,1.505209,1.47577,1.452267,1.42601,1.402825,1.381445,1.350806,1.329254,1.309007,1.28945,1.277654,1.257964,1.242083,1.217787,1.206769,1.192405,1.169811,1.152856,1.129309,1.115356,1.10039,1.08642,1.070176,1.05915,1.042292,1.029127,1.014797,1.004622,0.9925722,0.9767607,0.9692422,0.9540102,0.9444101,0.9351639,0.9209986,0.9139636,0.9070102,0.900255,0.8894162,0.8871832,0.8778721,0.8690977,0.8671303,0.8651042,0.8711969,0.8756991,0.8936096,0.9299693,0.9533127,0.9864137,0.9736164,1.011685,1.012038,1.030991,1.027042,0.9784989,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 c,0.3314206,0.3318805,0.3322949,0.3334108,0.331309,0.3342793,0.3354868,0.3364519,0.3362814,0.3381018,0.3406688,0.3437445,0.3465861,0.3503475,0.3527492,0.3573682,0.3597352,0.3625616,0.3650519,0.3668694,0.3670923,0.3673532,0.3686051,0.3673956,0.3690642,0.3685214,0.3673325,0.3681412,0.3661735,0.3643299,0.3643886,0.3632405,0.3609767,0.3593976,0.3580838,0.3571162,0.3548853,0.3541608,0.3537014,0.3526806,0.3520516,0.3508452,0.3511867,0.3499499,0.3499632,0.3498075,0.3493283,0.3498687,0.349018,0.349508,0.3496911,0.3497505,0.3504928,0.3506049,0.3516167,0.3513658,0.3533716,0.3537667,0.3569561,0.362069,0.3680515,0.3760511,0.385737,0.3940649,0.4002653,0.4059568,0.4120925,0.4178889,0.4229822,0.4291686,0.4354893,0.4408971,0.4478067,0.4510102,0.4501826,0.4472795,0.4439389,0.4411798,0.4406877,0.4375345,0.4355324,0.43271,0.4304667,0.427791,0.4240303,0.4216791,0.4199558,0.4178649,0.4168379,0.4155484,0.4143898,0.4127161,0.4123175,0.4115087,0.4101448,0.4098517,0.408962,0.4079488,0.4077356,0.4090155,0.4091391,0.4096454,0.4106973,0.4123287,0.414504,0.417268,0.4204409,0.4242882,0.4311974,0.4363231,0.4433706,0.4510208,0.4600624,0.4692733,0.4789875,0.4898608,0.5013501,0.5124421,0.5238281,0.5362102,0.5516737,0.5616325,0.5713421,0.5829233,0.5976486,0.6156936,0.6402248,0.6707161,0.7117507,0.764958,0.8335257,0.9397289,1.031178,1.129417,1.22635,1.3304,1.430304,1.53954,1.639714,1.712474,1.808961,1.884435,1.944229,2.027238,2.078742,2.124426,2.126607,2.16767,2.208304,2.268596,2.221524,2.283855,2.264959,2.287266,2.23559,2.251615,2.161955,2.135077,2.083491,2.036191,2.005217,1.952375,1.899522,1.88064,1.83015,1.782186,1.711961,1.673419,1.619794,1.587189,1.557358,1.527897,1.497715,1.465051,1.444114,1.413088,1.386606,1.36708,1.341462,1.317592,1.303545,1.288445,1.259712,1.249037,1.231162,1.20967,1.199413,1.177343,1.165127,1.13693,1.123023,1.104572,1.091777,1.076923,1.065414,1.052141,1.032501,1.023642,1.009412,0.9988189,0.986994,0.9697759,0.957801,0.9480765,0.9386926,0.92892,0.9174864,0.9093228,0.8996454,0.8950759,0.8868348,0.8776602,0.8741257,0.8674829,0.8642402,0.8624969,0.8653609,0.8699634,0.8925793,0.8978656,0.9266153,0.9617687,1.00345,1.016694,1.025686,1.026324,1.032841,1.035844,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 c,0.3326073,0.3308395,0.3323416,0.3313413,0.3304759,0.3346943,0.3330392,0.3361357,0.3355434,0.3374299,0.3415799,0.3431244,0.3462317,0.3507593,0.353795,0.357471,0.3608128,0.3628065,0.3640788,0.3662328,0.3681369,0.3682108,0.3687795,0.3679771,0.36915,0.3684383,0.3678953,0.3663555,0.3667417,0.3654048,0.3631597,0.3618971,0.3607255,0.3594092,0.3584152,0.3573814,0.3559603,0.3547921,0.3546027,0.352365,0.352014,0.3510053,0.3518194,0.3500234,0.3512456,0.3502592,0.3507015,0.3493326,0.3494338,0.349716,0.3497749,0.3499924,0.3511029,0.3508377,0.3504275,0.3521466,0.3521915,0.3535594,0.3570615,0.3604088,0.3681682,0.3760159,0.3851221,0.3925544,0.3991598,0.4049129,0.4109883,0.4173363,0.4235888,0.4287866,0.4347597,0.4404127,0.4478437,0.4513296,0.4503227,0.4475715,0.4446487,0.4418486,0.4432006,0.4379309,0.4360232,0.4330553,0.4304148,0.4278256,0.4252691,0.4218304,0.4195942,0.4192359,0.4179051,0.41591,0.4146906,0.4131982,0.4118796,0.4118508,0.4100789,0.4099705,0.4088642,0.4080189,0.4082651,0.4085259,0.4087068,0.4100776,0.4112733,0.4120504,0.4145242,0.4176244,0.4206891,0.4248056,0.4307623,0.4368419,0.4431346,0.4511251,0.4589468,0.4689994,0.4790531,0.4893441,0.5006166,0.5111763,0.5222546,0.5349067,0.5501521,0.5608038,0.5707663,0.5819483,0.5950308,0.61351,0.6358858,0.6679555,0.7066887,0.7597771,0.8253396,0.9291019,1.020673,1.114326,1.215585,1.318673,1.418887,1.515149,1.615256,1.699424,1.791598,1.861336,1.924851,2.031939,2.070845,2.120872,2.139088,2.143892,2.186834,2.250894,2.261549,2.25505,2.258818,2.230863,2.200527,2.204923,2.158289,2.126777,2.087513,2.034628,1.996646,1.967706,1.90582,1.862007,1.826251,1.862364,1.717554,1.684174,1.640137,1.593551,1.558969,1.537545,1.503186,1.475289,1.450934,1.411894,1.398015,1.379721,1.354122,1.328364,1.307233,1.295457,1.266067,1.252164,1.233892,1.21884,1.202423,1.180664,1.164281,1.145615,1.123179,1.114722,1.096068,1.080001,1.065312,1.053418,1.043087,1.029258,1.015019,1.000969,0.9906037,0.9744529,0.9588649,0.9534708,0.940968,0.9321839,0.9210898,0.9112678,0.9061874,0.8986214,0.8924502,0.8838645,0.8782515,0.8762436,0.8760753,0.8731046,0.8789663,0.8879474,0.8983299,0.9140011,0.948602,0.9650552,0.9969205,1.025114,1.046173,1.025258,0.9860718,1.011802,716R007,Heilala_Pure_Vanilla_Extract_70424
heilala 70424 c,0.3312984,0.3360949,0.3351142,0.3348734,0.3325713,0.3346825,0.3354814,0.3345097,0.3362637,0.3385789,0.3409609,0.3442013,0.3478511,0.3502992,0.3536262,0.3576356,0.3604561,0.3638872,0.3646473,0.3653481,0.3680845,0.3685862,0.3685591,0.3685283,0.3689451,0.3684431,0.3675357,0.3675885,0.3669848,0.3648258,0.3645436,0.361472,0.3619269,0.3603855,0.3595055,0.3569129,0.355756,0.3551757,0.3539927,0.3534372,0.3518638,0.3527727,0.3516645,0.3505537,0.3506287,0.3496107,0.3503477,0.3500765,0.3492058,0.3497349,0.3494315,0.3501259,0.3509613,0.3510977,0.3517207,0.3522988,0.3528554,0.3543577,0.3571479,0.3613935,0.3674856,0.3765417,0.3863258,0.3932953,0.3989889,0.4056599,0.4118044,0.4169962,0.4238288,0.428789,0.4353505,0.4413552,0.4486789,0.4512779,0.4507892,0.4479016,0.4445881,0.4419217,0.4406517,0.438352,0.4356296,0.4333903,0.4305434,0.4283774,0.4255385,0.4216733,0.4200129,0.4188895,0.4164743,0.4160004,0.4144752,0.4134351,0.4125322,0.4119055,0.4100434,0.4101228,0.4092188,0.4080304,0.408081,0.4086906,0.4091692,0.4095685,0.4114889,0.4122774,0.4152071,0.4179501,0.4213911,0.4249444,0.4315669,0.4362977,0.4432116,0.4510681,0.4592896,0.4690518,0.4786713,0.4889905,0.5001542,0.5118479,0.5232367,0.5347906,0.5509869,0.5610307,0.5714802,0.5826144,0.5961918,0.6143936,0.6371692,0.6677706,0.7080836,0.7612139,0.8274832,0.9335977,1.02212,1.117396,1.215595,1.320072,1.42131,1.526064,1.619891,1.699271,1.791258,1.847751,2.034715,2.036891,2.072643,2.101141,2.139592,2.192351,2.219551,2.233261,2.261549,2.272399,2.251016,2.27212,2.21147,2.167728,2.171489,2.158821,2.066023,2.030243,2.008731,1.952375,1.901747,1.892756,1.817162,1.767694,1.723671,1.688944,1.640514,1.602279,1.567267,1.534757,1.504307,1.474479,1.448102,1.420979,1.401426,1.376279,1.343824,1.327136,1.30765,1.291167,1.266573,1.253971,1.236014,1.218921,1.202383,1.183893,1.172022,1.14259,1.12563,1.111416,1.094991,1.082324,1.07175,1.052965,1.039735,1.026346,1.019286,1.005012,0.9889762,0.9718131,0.9627843,0.9514346,0.9384404,0.9312299,0.9220178,0.9136972,0.9026297,0.9018397,0.8916349,0.8837887,0.8792822,0.8779117,0.8727229,0.8714514,0.8735529,0.8904585,0.8965348,0.9278591,0.9774208,0.9829085,0.9968424,1.024632,1.021261,0.9979204,1.046609,1.048842,716R007,Heilala_Pure_Vanilla_Extract_70424
